"plant_name","plant_name_full","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Lavandula latifolia","Lavandula latifolia","Southeastern Europe","Europe","Both","Yes","","Yes","Yes","","",""
"Lavandula latifolia","Lavandula latifolia","Southwestern Europe","Europe","Both","","","Yes","Yes","","",""
"Leptospermum glaucescens","Leptospermum glaucescens","Australia","Australasia","No","Yes","Yes","","","","",""
"Leptospermum juniperinum","Leptospermum juniperinum","Australia","Australasia","No","Yes","Yes","","","","",""
"Leptospermum scoparium","Leptospermum scoparium","New Zealand","Australasia","No","Yes","Yes","","","","","Yes"
"Leptospermum scoparium","Leptospermum scoparium","Australia","Australasia","No","Yes","Yes","","","","","Yes"
"Leptospermum scoparium","Leptospermum scoparium","Macaronesia","Africa","Yes","","","","","","","Yes"
"Leptospermum scoparium","Leptospermum scoparium","Northern Europe","Europe","Yes","","","","","","","Yes"
"Leptospermum scoparium","Leptospermum scoparium","North-Central Pacific","Pacific","Yes","","","","","","","Yes"
"Liriodendron tulipifera","Liriodendron tulipifera","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Liriodendron tulipifera","Liriodendron tulipifera","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Liriodendron tulipifera","Liriodendron tulipifera","North-Central Pacific","Pacific","Yes","","","","","","",""
"Liriodendron tulipifera","Liriodendron tulipifera","North-Central U.S.A.","Northern America","No","","","","","","",""
"Liriodendron tulipifera","Liriodendron tulipifera","Eastern Canada","Northern America","No","","","","","","",""
"Lithocarpus shinsuiensis","Lithocarpus shinsuiensis","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Lithocarpus uraianus","Lithocarpus uraianus","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Lithocarpus uraianus","Lithocarpus uraianus","China","Asia-Temperate","No","","","","","","",""
"Lophomyrtus obcordata","Lophomyrtus obcordata","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Lophostemon confertus","Lophostemon confertus","Australia","Australasia","No","Yes","Yes","","","","",""
"Lophostemon confertus","Lophostemon confertus","China","Asia-Temperate","Yes","","","","","","",""
"Lophostemon confertus","Lophostemon confertus","East Tropical Africa","Africa","Yes","","","","","","",""
"Lophostemon confertus","Lophostemon confertus","Eastern Asia","Asia-Temperate","Yes","","","","","","",""
"Lophostemon confertus","Lophostemon confertus","North-Central Pacific","Pacific","Yes","","","","","","",""
"Luma apiculata","Luma apiculata","Southwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Luma apiculata","Luma apiculata","Southern South America","Southern America","No","Yes","Yes","","","","","Yes"
"Luma apiculata","Luma apiculata","Northern Europe","Europe","Yes","","","","","","","Yes"
"Magnolia acuminata","Magnolia acuminata","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Magnolia acuminata","Magnolia acuminata","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Magnolia acuminata","Magnolia acuminata","Eastern Canada","Northern America","No","","","Yes","Yes","","",""
"Magnolia acuminata","Magnolia acuminata","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Magnolia delavayi","Magnolia delavayi","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia denudata","Magnolia denudata","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia grandiflora","Magnolia grandiflora","Southeastern U.S.A.","Northern America","Both","Yes","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","South-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","Indian Subcontinent","Asia-Tropical","Yes","","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","Southern South America","Southern America","Yes","Yes","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","Caribbean","Southern America","Yes","","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","Mexico","Northern America","Yes","","","Yes","Yes","Yes","",""
"Magnolia kobus","Magnolia kobus","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","",""
"Magnolia kobus","Magnolia kobus","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia kobus","Magnolia kobus","Eastern Canada","Northern America","Yes","","","Yes","Yes","","",""
"Magnolia × proctoriana","Magnolia × proctoriana","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia salicifolia","Magnolia salicifolia","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Magnolia sargentiana","Magnolia sargentiana","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia × soulangeana","Magnolia × soulangeana","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","",""
"Magnolia × soulangeana","Magnolia × soulangeana","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia × soulangeana","Magnolia × soulangeana","Southeastern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","","",""
"Magnolia sprengeri","Magnolia sprengeri","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Magnolia stellata","Magnolia stellata","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Magnolia stellata","Magnolia stellata","North-Central U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","Yes",""
"Melaleuca deanei","Melaleuca deanei","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca gibbosa","Melaleuca gibbosa","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca hypericifolia","Melaleuca hypericifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca lanceolata","Melaleuca lanceolata","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca scabra","Melaleuca scabra","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca squamea","Melaleuca squamea","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca squarrosa","Melaleuca squarrosa","Australia","Australasia","No","Yes","Yes","","","","",""
"Melaleuca styphelioides","Melaleuca styphelioides","Australia","Australasia","No","Yes","Yes","","","","",""
"Melanopsidium nigrum","Melanopsidium nigrum","Brazil","Southern America","No","","","","","","",""
"Meryta sinclairii","Meryta sinclairii","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","Subantarctic Islands","Antarctica","Yes","","","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","Australia","Australasia","Yes","Yes","Yes","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","Macaronesia","Africa","Yes","","","","","","",""
"Metrosideros polymorpha","Metrosideros polymorpha","North-Central Pacific","Pacific","No","Yes","Yes","","","","",""
"Micromyrtus ciliata","Micromyrtus ciliata","Australia","Australasia","No","Yes","Yes","","","","",""
"Myrtus communis","Myrtus communis","Macaronesia","Africa","No","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Indian Subcontinent","Asia-Tropical","Both","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Caribbean","Southern America","Yes","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Western Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Northeast Tropical Africa","Africa","No","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Northern Africa","Africa","No","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","South-Central U.S.A.","Northern America","Yes","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Southwestern Europe","Europe","No","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Southern Africa","Africa","Yes","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Arabian Peninsula","Asia-Temperate","No","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Southwestern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","",""
"Neopanax arboreus","Neopanax arboreus","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Nothofagus alessandrii","Nothofagus alessandrii","Southern South America","Southern America","No","","","","","","",""
"Nothofagus alpina","Nothofagus alpina","Southern South America","Southern America","No","","","Yes","Yes","","","Yes"
"Nothofagus alpina","Nothofagus alpina","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Nothofagus alpina","Nothofagus alpina","Middle Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Nothofagus cliffortioides","Nothofagus cliffortioides","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Nothofagus cunninghamii","Nothofagus cunninghamii","Australia","Australasia","No","Yes","Yes","","","","",""
"Nothofagus dombeyi","Nothofagus dombeyi","Southern South America","Southern America","No","Yes","Yes","","","","",""
"Nothofagus fusca","Nothofagus fusca","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Nothofagus glauca","Nothofagus glauca","Southern South America","Southern America","No","","","","","","",""
"Nothofagus gunnii","Nothofagus gunnii","Australia","Australasia","No","Yes","Yes","","","","",""
"Nothofagus × leoni","Nothofagus × leoni","Southern South America","Southern America","No","","","","","","",""
"Nothofagus menziesii","Nothofagus menziesii","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Nothofagus obliqua","Nothofagus obliqua","Southern South America","Southern America","No","Yes","Yes","Yes","Yes","","","Yes"
"Nothofagus obliqua","Nothofagus obliqua","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Nothofagus obliqua","Nothofagus obliqua","Middle Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Nothofagus solandri","Nothofagus solandri","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Panax ginseng","Panax ginseng","Russian Far East","Asia-Temperate","No","","","","","","",""
"Panax ginseng","Panax ginseng","China","Asia-Temperate","Both","Yes","","","","","",""
"Panax ginseng","Panax ginseng","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Pericalymma ellipticum","Pericalymma ellipticum","Australia","Australasia","No","Yes","Yes","","","","",""
"Pseudopanax crassifolius","Pseudopanax crassifolius","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Psychotria hawaiiensis","Psychotria hawaiiensis","North-Central Pacific","Pacific","No","Yes","Yes","","","","",""
"Quercus acuta","Quercus acuta","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Quercus acuta","Quercus acuta","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Quercus agrifolia","Quercus agrifolia","Mexico","Northern America","No","","","Yes","","","",""
"Quercus agrifolia","Quercus agrifolia","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","","","",""
"Quercus alba","Quercus alba","Eastern Canada","Northern America","No","","","","","","",""
"Quercus alba","Quercus alba","Northeastern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus alba","Quercus alba","Southeastern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus alba","Quercus alba","North-Central U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus alba","Quercus alba","Caribbean","Southern America","Yes","","","","","","",""
"Quercus alba","Quercus alba","South-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus bicolor","Quercus bicolor","North-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus bicolor","Quercus bicolor","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Quercus bicolor","Quercus bicolor","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Quercus bicolor","Quercus bicolor","Eastern Canada","Northern America","No","","","","","","",""
"Quercus cerris","Quercus cerris","Middle Europe","Europe","Both","Yes","","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Southwestern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Western Asia","Asia-Temperate","No","Yes","","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","New Zealand","Australasia","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Quercus championii","Quercus championii","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus championii","Quercus championii","China","Asia-Temperate","No","","","","","","",""
"Quercus chrysolepis","Quercus chrysolepis","Mexico","Northern America","No","","","","","","",""
"Quercus chrysolepis","Quercus chrysolepis","Northwestern U.S.A.","Northern America","No","","","","","","",""
"Quercus chrysolepis","Quercus chrysolepis","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus chrysolepis","Quercus chrysolepis","South-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus faginea","Quercus faginea","Northern Africa","Africa","No","","","","","","",""
"Quercus faginea","Quercus faginea","Southwestern Europe","Europe","No","Yes","Yes","","","","",""
"Quercus falcata","Quercus falcata","South-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Quercus falcata","Quercus falcata","Southeastern U.S.A.","Northern America","No","Yes","","Yes","Yes","","",""
"Quercus falcata","Quercus falcata","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Quercus falcata","Quercus falcata","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Quercus frainetto","Quercus frainetto","Southeastern Europe","Europe","No","Yes","Yes","","","","",""
"Quercus frainetto","Quercus frainetto","Middle Europe","Europe","No","","","","","","",""
"Quercus frainetto","Quercus frainetto","Western Asia","Asia-Temperate","No","Yes","","","","","",""
"Quercus glauca","Quercus glauca","Indian Subcontinent","Asia-Tropical","No","","","","","","",""
"Quercus glauca","Quercus glauca","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus glauca","Quercus glauca","Indo-China","Asia-Tropical","No","","","","","","",""
"Quercus glauca","Quercus glauca","China","Asia-Temperate","No","","","","","","",""
"Quercus glaucoides","Quercus glaucoides","Mexico","Northern America","No","Yes","Yes","","","","",""
"Quercus ilex","Quercus ilex","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Western Asia","Asia-Temperate","Both","","","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Northern Africa","Africa","No","","","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Eastern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus kelloggii","Quercus kelloggii","Mexico","Northern America","No","","","","","","",""
"Quercus kelloggii","Quercus kelloggii","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus kelloggii","Quercus kelloggii","Northwestern U.S.A.","Northern America","No","","","","","","",""
"Quercus laurifolia","Quercus laurifolia","Southeastern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus laurifolia","Quercus laurifolia","South-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus laurina","Quercus laurina","Mexico","Northern America","No","Yes","Yes","","","","",""
"Quercus laurina","Quercus laurina","Central America","Southern America","No","","","","","","",""
"Quercus longinux","Quercus longinux","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus michauxii","Quercus michauxii","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Quercus michauxii","Quercus michauxii","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Quercus michauxii","Quercus michauxii","South-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus michauxii","Quercus michauxii","North-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus montana","Quercus montana","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Quercus montana","Quercus montana","Southeastern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus montana","Quercus montana","North-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus morii","Quercus morii","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus parvula","Quercus parvula","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus peduncularis","Quercus peduncularis","Mexico","Northern America","No","Yes","Yes","","","","",""
"Quercus peduncularis","Quercus peduncularis","Central America","Southern America","No","","","","","","",""
"Quercus petraea","Quercus petraea","Southwestern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Western Asia","Asia-Temperate","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Middle Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Eastern Europe","Europe","No","","","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus pubescens","Quercus pubescens","Southwestern Europe","Europe","No","Yes","Yes","","","","",""
"Quercus pubescens","Quercus pubescens","Western Asia","Asia-Temperate","No","","","","","","",""
"Quercus pubescens","Quercus pubescens","Southeastern Europe","Europe","No","Yes","","","","","",""
"Quercus pubescens","Quercus pubescens","Middle Europe","Europe","Both","Yes","","","","","",""
"Quercus pubescens","Quercus pubescens","Eastern Europe","Europe","No","","","","","","",""
"Quercus pubescens","Quercus pubescens","Caucasus","Asia-Temperate","No","","","","","","",""
"Quercus pyrenaica","Quercus pyrenaica","Southwestern Europe","Europe","No","Yes","Yes","","","","",""
"Quercus pyrenaica","Quercus pyrenaica","Northern Africa","Africa","No","","","","","","",""
"Quercus pyrenaica","Quercus pyrenaica","Southeastern Europe","Europe","No","","","","","","",""
"Quercus robur","Quercus robur","Western Indian Ocean","Africa","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","New Zealand","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Eastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Macaronesia","Africa","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Middle Atlantic Ocean","Africa","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Western Canada","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Southern Africa","Africa","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Northwestern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Western Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","","Yes"
"Quercus rubra","Quercus rubra","Northeastern U.S.A.","Northern America","No","Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Southwestern Europe","Europe","Yes","Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","New Zealand","Australasia","Yes","","","Yes","","","",""
"Quercus rubra","Quercus rubra","North-Central U.S.A.","Northern America","No","Yes","","Yes","","","",""
"Quercus rubra","Quercus rubra","Eastern Canada","Northern America","No","","","Yes","","","",""
"Quercus rubra","Quercus rubra","Middle Europe","Europe","Yes","Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Northern Europe","Europe","Yes","Yes","","Yes","","","",""
"Quercus rubra","Quercus rubra","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Eastern Europe","Europe","Yes","","","Yes","","","",""
"Quercus rubra","Quercus rubra","Southeastern Europe","Europe","Yes","","","Yes","","","",""
"Quercus salicifolia","Quercus salicifolia","Mexico","Northern America","No","Yes","Yes","","","","",""
"Quercus serrata","Quercus serrata","China","Asia-Temperate","No","","","","","","",""
"Quercus serrata","Quercus serrata","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus serrata","Quercus serrata","Indian Subcontinent","Asia-Tropical","No","","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","China","Asia-Temperate","No","","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Indo-China","Asia-Tropical","No","","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus stenophylloides","Quercus stenophylloides","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus suber","Quercus suber","Southwestern Europe","Europe","Both","Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Macaronesia","Africa","Yes","","","Yes","Yes","","",""
"Quercus suber","Quercus suber","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Northern Africa","Africa","No","","","Yes","Yes","","",""
"Quercus variabilis","Quercus variabilis","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Quercus variabilis","Quercus variabilis","China","Asia-Temperate","No","","","","","","",""
"Quercus variabilis","Quercus variabilis","Indo-China","Asia-Tropical","No","","","","","","",""
"Quercus velutina","Quercus velutina","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Quercus velutina","Quercus velutina","Northeastern U.S.A.","Northern America","No","Yes","","","","","",""
"Quercus velutina","Quercus velutina","North-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus velutina","Quercus velutina","South-Central U.S.A.","Northern America","No","","","","","","",""
"Quercus velutina","Quercus velutina","Eastern Canada","Northern America","No","","","","","","",""
"Quercus wislizeni","Quercus wislizeni","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Quercus wislizeni","Quercus wislizeni","Mexico","Northern America","No","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Brazil","Southern America","No","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","South Tropical Africa","Africa","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","West Tropical Africa","Africa","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Indian Subcontinent","Asia-Tropical","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","West-Central Tropical Africa","Africa","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Southeastern U.S.A.","Northern America","Both","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","China","Asia-Temperate","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Central America","Southern America","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","East Tropical Africa","Africa","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Southern South America","Southern America","No","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Western South America","Southern America","No","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Southern Africa","Africa","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Mexico","Northern America","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Eastern Asia","Asia-Temperate","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Northeastern U.S.A.","Northern America","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Australia","Australasia","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Caribbean","Southern America","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Indo-China","Asia-Tropical","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Papuasia","Asia-Tropical","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Malesia","Asia-Tropical","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","South-Central Pacific","Pacific","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","South-Central U.S.A.","Northern America","Yes","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","North-Central Pacific","Pacific","Yes","Yes","Yes","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Western Indian Ocean","Africa","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","Central America","Southern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Southern South America","Southern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Southeastern U.S.A.","Northern America","Both","","","","","","",""
"Richardia scabra","Richardia scabra","Western South America","Southern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Mexico","Northern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Southern Africa","Africa","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","Northeastern U.S.A.","Northern America","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","South Tropical Africa","Africa","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","North-Central Pacific","Pacific","Yes","Yes","Yes","","","","",""
"Richardia scabra","Richardia scabra","Northern South America","Southern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Caribbean","Southern America","Both","","","","","","",""
"Richardia scabra","Richardia scabra","China","Asia-Temperate","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","Brazil","Southern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Indian Subcontinent","Asia-Tropical","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","Malesia","Asia-Tropical","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","Indo-China","Asia-Tropical","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","West Tropical Africa","Africa","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","Eastern Asia","Asia-Temperate","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","East Tropical Africa","Africa","Yes","","","","","","",""
"Richardia scabra","Richardia scabra","South-Central U.S.A.","Northern America","No","","","","","","",""
"Richardia scabra","Richardia scabra","Southwestern Pacific","Pacific","Yes","","","","","","",""
"Ricinocarpos pinifolius","Ricinocarpos pinifolius","Australia","Australasia","No","Yes","Yes","","","","",""
"Ricinus communis","Ricinus communis","Northeast Tropical Africa","Africa","Both","Yes","","","","","",""
"Ricinus communis","Ricinus communis","Indo-China","Asia-Tropical","Yes","","","","","","",""
