"std_name_p","species","genus","L1.name","L2.name","L3.name","L4.name"
"P. plurivora","Acer pseudoplatanus","Acer","Europe","Northern Europe",NA,NA
"P. syringae","Acer pseudoplatanus","Acer","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. acerina","Acer pseudoplatanus","Acer","Europe","Southeastern Europe","Italy","Italy"
"P. cactorum","Acer pseudoplatanus","Acer","Europe","Middle Europe","Germany","Germany"
"P. cryptogea","Acer pseudoplatanus","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. gonapodyides","Acer pseudoplatanus","Acer","Europe","Southeastern Europe","Italy","Italy"
"P. obscura","Acer pseudoplatanus","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora","Acer pseudoplatanus","Acer","Europe","Middle Europe","Germany","Germany"
"P. pseudocryptogea","Acer pseudoplatanus","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. ramorum","Acer pseudoplatanus","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora","Acer pseudoplatanus","Acer","Europe","Middle Europe","Austria","Austria"
"P. plurivora","Acer pseudoplatanus","Acer","Europe","Southeastern Europe","Yugoslavia","Serbia"
"P. plurivora","Acer pseudoplatanus","Acer","Europe","Middle Europe","Czechoslovakia","Slovakia"
"P. plurivora","Acer rubrum","Acer","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Acer rubrum","Acer","Northern America","Northeastern U.S.A.","New Jersey","New Jersey"
"P. nicotianae","Acer rubrum","Acer","Northern America",NA,NA,NA
"P. cactorum","Acer rubrum","Acer","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. cactorum","Acer rubrum","Acer","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. cactorum","Acer rubrum","Acer","Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. cactorum","Acer rubrum","Acer","Northern America",NA,NA,NA
"P. quercetorum","Acer rubrum","Acer","Northern America",NA,NA,NA
"P. × cambivora","Acer rubrum","Acer","Northern America",NA,NA,NA
"P. cinnamomi","Acer rubrum","Acer","Northern America",NA,NA,NA
"P. cactorum","Acer rubrum","Acer","Northern America","Northeastern U.S.A.","Rhode I.","Rhode I."
"P. cactorum","Acer rubrum","Acer","Northern America","Southeastern U.S.A.","Mississippi","Mississippi"
"P. gonapodyides","Acer rubrum","Acer","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. ramorum","Acer rubrum","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. × cambivora","Acer rufinerve","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Acer rufinerve","Acer","Europe","Northern Europe","Great Britain","Great Britain"
"P. × cambivora","Acer rufinerve","Acer","Europe","Northern Europe",NA,NA
"P. plurivora","Acer saccharinum","Acer","Europe","Middle Europe","Germany","Germany"
"P. gonapodyides","Acer saccharinum","Acer","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Acer saccharinum","Acer","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Acer saccharinum","Acer","Northern America",NA,NA,NA
"P. plurivora","Acer saccharum","Acer","Northern America",NA,NA,NA
"P. pini","Acer saccharum","Acer","Northern America","North-Central U.S.A.","Wisconsin","Wisconsin"
"P. citricola","Acer saccharum","Acer","Northern America","North-Central U.S.A.","Wisconsin","Wisconsin"
"P. cinnamomi","Acer saccharum","Acer","Northern America",NA,NA,NA
"P. cactorum","Acer saccharum","Acer","Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. plurivora","Acer saccharum","Acer","Northern America","North-Central U.S.A.","Wisconsin","Wisconsin"
"P. × cambivora","Acer saccharum","Acer","Northern America",NA,NA,NA
"P. citricola","Acer saccharum","Acer","Northern America",NA,NA,NA
"P. cactorum","Acer saccharum","Acer","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. cactorum","Acer tataricum","Acer","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. citricola","Acer tataricum","Acer","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. pini","Acer tataricum","Acer","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. occultans","Achillea millefolium","Achillea","Australasia","Australia","Western Australia","Western Australia"
"P. cryptogea","Achimenes antirrhina","Achimenes","Northern America",NA,NA,NA
"P. cryptogea","Achimenes grandiflora","Achimenes","Northern America",NA,NA,NA
"P. cryptogea","Achimenes longiflora","Achimenes","Northern America",NA,NA,NA
"P. palmivora","Manilkara zapota","Manilkara","Asia-Tropical","Indian Subcontinent","India",NA
"P. cinnamomi","Syzygium smithii","Syzygium","Australasia","New Zealand",NA,NA
"P. cryptogea","Syzygium smithii","Syzygium","Australasia","New Zealand",NA,NA
"P. cryptogea",NA,"Aconitum","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora",NA,"Aconitum","Europe","Northern Europe",NA,NA
"P. cryptogea",NA,"Aconitum","Europe","Northern Europe",NA,NA
"P. plurivora",NA,"Aconitum","Europe","Northern Europe","Great Britain","Great Britain"
"P. cinnamomi","Acrotriche serrulata","Acrotriche","Australasia","Australia",NA,NA
"P. cryptogea","Actaea racemosa","Actaea","Europe","Northern Europe",NA,NA
"P. cryptogea","Actaea racemosa","Actaea","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora",NA,"Actinidia","Asia-Temperate","Eastern Asia","Japan",NA
"P. citrophthora","Actinidia chinensis","Actinidia","Northern America","Southwestern U.S.A.","California","California"
"P. lateralis","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. cinnamomi","Actinidia chinensis","Actinidia","Australasia","Australia",NA,NA
"P. pseudocryptogea","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","France","France"
"P. citrophthora","Actinidia chinensis","Actinidia","Southern America","Southern South America",NA,NA
"P. cryptogea","Actinidia chinensis","Actinidia","Northern America","Southwestern U.S.A.","California","California"
"P. cactorum","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. citrophthora","Actinidia chinensis","Actinidia","Asia-Temperate","Eastern Asia","Japan",NA
"P. cryptogea","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. cryptogea","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","France","France"
"P. megasperma","Actinidia chinensis","Actinidia","Northern America","Southwestern U.S.A.","California","California"
"P. cryptogea","Actinidia chinensis","Actinidia","Southern America","Southern South America",NA,NA
"P. citricola","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. cryptogea","Actinidia chinensis","Actinidia","Northern America",NA,NA,NA
"P. citricola","Actinidia chinensis","Actinidia","Australasia","Australia",NA,NA
"P. megasperma","Actinidia chinensis","Actinidia","Northern America",NA,NA,NA
"P. cactorum","Actinidia chinensis","Actinidia","Northern America",NA,NA,NA
"P. cinnamomi","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","Spain","Spain"
"P. citrophthora","Actinidia chinensis","Actinidia","Northern America",NA,NA,NA
"P. megasperma","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. palmivora","Actinidia chinensis","Actinidia","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. citrophthora","Actinidia chinensis","Actinidia","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. megasperma","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","France","France"
"P. cinnamomi","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. megasperma","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","Spain","Spain"
"P. citricola","Actinidia chinensis","Actinidia","Northern America",NA,NA,NA
"P. drechsleri","Actinidia chinensis","Actinidia","Asia-Temperate","Eastern Asia","Korea",NA
"P. drechsleri","Actinidia chinensis","Actinidia","Northern America",NA,NA,NA
"P. gonapodyides","Actinidia chinensis","Actinidia","Australasia","New Zealand",NA,NA
"P. plurivora","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","Spain","Spain"
"P. drechsleri","Actinidia chinensis","Actinidia","Northern America","Southwestern U.S.A.","California","California"
"P. cryptogea","Actinidia chinensis","Actinidia","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. cryptogea","Actinidia chinensis","Actinidia","Europe","Southwestern Europe","Spain","Spain"
"P. cryptogea",NA,"Actinidia","Europe","Southwestern Europe","France","France"
"P. cinnamomi","Actinodium cunninghamii","Actinodium","Australasia","Australia",NA,NA
"P. cinnamomi",NA,"Callitris","Australasia","New Zealand",NA,NA
"P. cinnamomi","Adenanthos barbiger","Adenanthos","Australasia","Australia","Western Australia","Western Australia"
"P. megasperma",NA,"Adenanthos","Australasia","Australia",NA,NA
"P. constricta","Adenanthos cuneatus","Adenanthos","Australasia","Australia",NA,NA
"P. inundata","Adenanthos cuneatus","Adenanthos","Australasia","Australia",NA,NA
"P. cinnamomi","Adenanthos obovatus","Adenanthos","Australasia","Australia",NA,NA
"P. drechsleri","Adenanthos sericeus","Adenanthos","Australasia","Australia",NA,NA
"P. nicotianae","Adenium obesum","Adenium","Asia-Tropical","Indian Subcontinent","India","West Bengal"
"P. pseudocryptogea","Adenium obesum","Adenium","Northern America","Mexico",NA,NA
"P. pini","Adenostoma fasciculatum","Adenostoma","Northern America","Southwestern U.S.A.","California","California"
"P. niederhauserii","Adenostoma fasciculatum","Adenostoma","Northern America","Southwestern U.S.A.","California","California"
"P. cactorum","Adenostoma fasciculatum","Adenostoma","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum","Adiantum aleuticum","Adiantum","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum",NA,"Adiantum","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum","Adiantum jordanii","Adiantum","Northern America","Southwestern U.S.A.","California","California"
"P. nicotianae","Aeonium arboreum","Aeonium","Europe","Southeastern Europe","Italy","Italy"
"P. cryptogea","Aeschynanthus radicans","Aeschynanthus","Northern America",NA,NA,NA
"P. cryptogea","Aeschynanthus speciosus","Aeschynanthus","Northern America",NA,NA,NA
"P. megasperma",NA,"Aesculus","Europe","Northern Europe",NA,NA
"P. cactorum",NA,"Aesculus","Northern America",NA,NA,NA
"P. cactorum",NA,"Aesculus","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. × cambivora",NA,"Aesculus","Europe","Middle Europe","Germany","Germany"
"P. cactorum",NA,"Aesculus","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Aesculus × carnea","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. plurivora","Aesculus × carnea","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. niederhauserii","Aesculus californica","Aesculus","Northern America",NA,NA,NA
"P. ramorum","Aesculus californica","Aesculus","Northern America","Southwestern U.S.A.","California","California"
"P. cactorum","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. plurivora","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. kernoviae","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. syringae","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. obscura","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. inundata","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. plurivora","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Switzerland","Switzerland"
"P. × cambivora","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. citrophthora","Aesculus hippocastanum","Aesculus","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. cactorum","Aesculus hippocastanum","Aesculus","Northern America",NA,NA,NA
"P. cactorum","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. megasperma","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. plurivora","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. pseudosyringae","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Sweden","Sweden"
"P. ramorum","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. cactorum","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Poland","Poland"
"P. × cambivora","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. cactorum","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Sweden","Sweden"
"P. syringae","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. plurivora","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Netherlands","Netherlands"
"P. plurivora","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Sweden","Sweden"
"P. citricola","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. rosacearum","Aesculus hippocastanum","Aesculus","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. megasperma","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Aesculus hippocastanum","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum","Aesculus hippocastanum","Aesculus","Northern America","Northeastern U.S.A.","Rhode I.","Rhode I."
"P. plurivora","Aesculus hippocastanum","Aesculus","Europe","Northern Europe",NA,NA
"P. citricola","Aesculus indica","Aesculus","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora","Aesculus parviflora","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. cactorum","Aesculus parviflora","Aesculus","Europe","Middle Europe","Germany","Germany"
"P. nicotianae",NA,"Agapanthus","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Agapanthus africanus","Agapanthus","Asia-Temperate","Eastern Asia","Japan",NA
"P. multivora","Agapanthus praecox","Agapanthus","Australasia","Australia",NA,NA
"P. cryptogea","Agathis australis","Agathis","Australasia","New Zealand",NA,NA
"P. agathidicida","Agathis australis","Agathis","Australasia","New Zealand",NA,NA
"P. nicotianae","Agathis australis","Agathis","Australasia","New Zealand",NA,NA
"P. heveae","Agathis australis","Agathis","Australasia","New Zealand",NA,NA
"P. heveae","Agathis australis","Agathis","Asia-Tropical","Papuasia","New Guinea","Papua New Guinea"
"P. cinnamomi","Agathis australis","Agathis","Australasia","New Zealand",NA,NA
"P. hibernalis","Agathis australis","Agathis","Australasia","New Zealand",NA,NA
"P. drechsleri","Agathosma betulina","Agathosma","Africa","Southern Africa",NA,NA
"P. cinnamomi","Agathosma betulina","Agathosma","Africa","Southern Africa","Cape Provinces","Western Cape Province"
"P. multivora","Agathosma betulina","Agathosma","Africa","Southern Africa",NA,NA
"P. parvispora","Agathosma betulina","Agathosma","Africa","Southern Africa",NA,NA
"P. parvispora","Agathosma betulina","Agathosma","Africa","Southern Africa","Cape Provinces","Western Cape Province"
"P. cryptogea","Agathosma betulina","Agathosma","Africa","Southern Africa",NA,NA
"P. nicotianae","Agathosma betulina","Agathosma","Africa","Southern Africa",NA,NA
"P. cinnamomi","Agathosma betulina","Agathosma","Africa","Southern Africa",NA,NA
"P. multivora","Agathosma crenulata","Agathosma","Africa","Southern Africa",NA,NA
