"plant_name","plant_name_full","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Lophostemon confertus","Lophostemon confertus","Asia-Temperate","1","","","","","","",""
"Lophostemon confertus","Lophostemon confertus","Africa","1","","","","","","",""
"Lophostemon confertus","Lophostemon confertus","Pacific","1","","","","","","",""
"Luma apiculata","Luma apiculata","Northern America","1","","","","","","","Yes"
"Luma apiculata","Luma apiculata","Southern America","0","Yes","Yes","","","","","Yes"
"Luma apiculata","Luma apiculata","Europe","1","","","","","","","Yes"
"Magnolia acuminata","Magnolia acuminata","Northern America","0","","","Yes","Yes","","",""
"Magnolia delavayi","Magnolia delavayi","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia denudata","Magnolia denudata","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia grandiflora","Magnolia grandiflora","Northern America","both","Yes","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","Asia-Tropical","1","","","Yes","Yes","Yes","",""
"Magnolia grandiflora","Magnolia grandiflora","Southern America","1","Yes","","Yes","Yes","Yes","",""
"Magnolia kobus","Magnolia kobus","Northern America","1","","","Yes","Yes","","",""
"Magnolia kobus","Magnolia kobus","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia × proctoriana","Magnolia × proctoriana","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia salicifolia","Magnolia salicifolia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Magnolia sargentiana","Magnolia sargentiana","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia × soulangeana","Magnolia × soulangeana","Northern America","1","Yes","","Yes","Yes","","",""
"Magnolia × soulangeana","Magnolia × soulangeana","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia sprengeri","Magnolia sprengeri","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia stellata","Magnolia stellata","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Magnolia stellata","Magnolia stellata","Northern America","1","Yes","","Yes","Yes","Yes","Yes",""
"Melaleuca deanei","Melaleuca deanei","Australasia","0","Yes","Yes","","","","",""
"Melaleuca gibbosa","Melaleuca gibbosa","Australasia","0","Yes","Yes","","","","",""
"Melaleuca hypericifolia","Melaleuca hypericifolia","Australasia","0","Yes","Yes","","","","",""
"Melaleuca lanceolata","Melaleuca lanceolata","Australasia","0","Yes","Yes","","","","",""
"Melaleuca scabra","Melaleuca scabra","Australasia","0","Yes","Yes","","","","",""
"Melaleuca squamea","Melaleuca squamea","Australasia","0","Yes","Yes","","","","",""
"Melaleuca squarrosa","Melaleuca squarrosa","Australasia","0","Yes","Yes","","","","",""
"Melaleuca styphelioides","Melaleuca styphelioides","Australasia","0","Yes","Yes","","","","",""
"Melanopsidium nigrum","Melanopsidium nigrum","Southern America","0","Yes","Yes","","","","",""
"Meryta sinclairii","Meryta sinclairii","Australasia","0","Yes","Yes","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","Australasia","both","Yes","Yes","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","Antarctica","1","","","","","","",""
"Metrosideros excelsa","Metrosideros excelsa","Africa","1","","","","","","",""
"Metrosideros polymorpha","Metrosideros polymorpha","Pacific","0","Yes","Yes","","","","",""
"Micromyrtus ciliata","Micromyrtus ciliata","Australasia","0","Yes","Yes","","","","",""
"Myrtus communis","Myrtus communis","Africa","both","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Asia-Tropical","both","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Southern America","1","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Asia-Temperate","0","","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Northern America","1","Yes","","Yes","Yes","","",""
"Myrtus communis","Myrtus communis","Europe","0","Yes","Yes","Yes","Yes","","",""
"Neopanax arboreus","Neopanax arboreus","Australasia","0","Yes","Yes","","","","",""
"Nothofagus alessandrii","Nothofagus alessandrii","Southern America","0","","","","","","",""
"Nothofagus alpina","Nothofagus alpina","Southern America","0","","","Yes","Yes","","","Yes"
"Nothofagus alpina","Nothofagus alpina","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Nothofagus cliffortioides","Nothofagus cliffortioides","Australasia","0","Yes","Yes","","","","",""
"Nothofagus cunninghamii","Nothofagus cunninghamii","Australasia","0","Yes","Yes","","","","",""
"Nothofagus dombeyi","Nothofagus dombeyi","Southern America","0","Yes","Yes","","","","",""
"Nothofagus fusca","Nothofagus fusca","Australasia","0","Yes","Yes","","","","",""
"Nothofagus glauca","Nothofagus glauca","Southern America","0","","","","","","",""
"Nothofagus gunnii","Nothofagus gunnii","Australasia","0","Yes","Yes","","","","",""
"Nothofagus × leoni","Nothofagus × leoni","Southern America","0","","","","","","",""
"Nothofagus menziesii","Nothofagus menziesii","Australasia","0","Yes","Yes","","","","",""
"Nothofagus obliqua","Nothofagus obliqua","Southern America","0","Yes","Yes","Yes","Yes","","","Yes"
"Nothofagus obliqua","Nothofagus obliqua","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Nothofagus solandri","Nothofagus solandri","Australasia","0","Yes","Yes","","","","",""
"Panax ginseng","Panax ginseng","Asia-Temperate","both","Yes","Yes","","","","",""
"Pericalymma ellipticum","Pericalymma ellipticum","Australasia","0","Yes","Yes","","","","",""
"Pseudopanax crassifolius","Pseudopanax crassifolius","Australasia","0","Yes","Yes","","","","",""
"Psychotria hawaiiensis","Psychotria hawaiiensis","Pacific","0","Yes","Yes","","","","",""
"Quercus acuta","Quercus acuta","Asia-Temperate","0","","","Yes","Yes","","",""
"Quercus agrifolia","Quercus agrifolia","Northern America","0","Yes","Yes","Yes","","","",""
"Quercus alba","Quercus alba","Northern America","0","Yes","Yes","","","","",""
"Quercus alba","Quercus alba","Southern America","1","","","","","","",""
"Quercus bicolor","Quercus bicolor","Northern America","0","Yes","Yes","","","","",""
"Quercus cerris","Quercus cerris","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Northern America","1","","","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Asia-Temperate","0","Yes","","Yes","Yes","","","Yes"
"Quercus cerris","Quercus cerris","Australasia","1","Yes","Yes","Yes","Yes","","","Yes"
"Quercus championii","Quercus championii","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus chrysolepis","Quercus chrysolepis","Northern America","0","Yes","Yes","","","","",""
"Quercus faginea","Quercus faginea","Africa","0","","","","","","",""
"Quercus faginea","Quercus faginea","Europe","0","Yes","Yes","","","","",""
"Quercus falcata","Quercus falcata","Northern America","0","Yes","","Yes","Yes","","",""
"Quercus frainetto","Quercus frainetto","Europe","0","Yes","Yes","","","","",""
"Quercus frainetto","Quercus frainetto","Asia-Temperate","0","Yes","","","","","",""
"Quercus glauca","Quercus glauca","Asia-Tropical","0","","","","","","",""
"Quercus glauca","Quercus glauca","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus glaucoides","Quercus glaucoides","Northern America","0","Yes","Yes","","","","",""
"Quercus ilex","Quercus ilex","Australasia","1","","","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Asia-Temperate","both","","","Yes","Yes","Yes","","Yes"
"Quercus ilex","Quercus ilex","Africa","0","","","Yes","Yes","Yes","","Yes"
"Quercus kelloggii","Quercus kelloggii","Northern America","0","Yes","Yes","","","","",""
"Quercus laurifolia","Quercus laurifolia","Northern America","0","Yes","Yes","","","","",""
"Quercus laurina","Quercus laurina","Northern America","0","Yes","Yes","","","","",""
"Quercus laurina","Quercus laurina","Southern America","0","","","","","","",""
"Quercus longinux","Quercus longinux","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus michauxii","Quercus michauxii","Northern America","0","Yes","Yes","","","","",""
"Quercus montana","Quercus montana","Northern America","0","Yes","Yes","","","","",""
"Quercus morii","Quercus morii","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus parvula","Quercus parvula","Northern America","0","Yes","Yes","","","","",""
"Quercus peduncularis","Quercus peduncularis","Northern America","0","Yes","Yes","","","","",""
"Quercus peduncularis","Quercus peduncularis","Southern America","0","","","","","","",""
"Quercus petraea","Quercus petraea","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus petraea","Quercus petraea","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus pubescens","Quercus pubescens","Europe","both","Yes","Yes","","","","",""
"Quercus pubescens","Quercus pubescens","Asia-Temperate","0","","","","","","",""
"Quercus pyrenaica","Quercus pyrenaica","Europe","0","Yes","Yes","","","","",""
"Quercus pyrenaica","Quercus pyrenaica","Africa","0","","","","","","",""
"Quercus robur","Quercus robur","Africa","1","","","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Australasia","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Northern America","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Quercus robur","Quercus robur","Asia-Temperate","0","Yes","","Yes","Yes","Yes","","Yes"
"Quercus rubra","Quercus rubra","Northern America","0","Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Europe","1","Yes","Yes","Yes","","","",""
"Quercus rubra","Quercus rubra","Australasia","1","","","Yes","","","",""
"Quercus salicifolia","Quercus salicifolia","Northern America","0","Yes","Yes","","","","",""
"Quercus serrata","Quercus serrata","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus serrata","Quercus serrata","Asia-Tropical","0","","","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus sessilifolia","Quercus sessilifolia","Asia-Tropical","0","","","","","","",""
"Quercus stenophylloides","Quercus stenophylloides","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus suber","Quercus suber","Europe","both","Yes","Yes","Yes","Yes","","",""
"Quercus suber","Quercus suber","Africa","both","","","Yes","Yes","","",""
"Quercus variabilis","Quercus variabilis","Asia-Temperate","0","Yes","Yes","","","","",""
"Quercus variabilis","Quercus variabilis","Asia-Tropical","0","","","","","","",""
"Quercus velutina","Quercus velutina","Northern America","0","Yes","Yes","","","","",""
"Quercus wislizeni","Quercus wislizeni","Northern America","0","Yes","Yes","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Southern America","both","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Africa","1","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Asia-Tropical","1","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Northern America","both","Yes","Yes","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Asia-Temperate","1","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Australasia","1","","","","","","",""
"Richardia brasiliensis","Richardia brasiliensis","Pacific","1","Yes","Yes","","","","",""
"Richardia scabra","Richardia scabra","Southern America","both","","","","","","",""
"Richardia scabra","Richardia scabra","Northern America","both","Yes","Yes","","","","",""
"Richardia scabra","Richardia scabra","Africa","1","","","","","","",""
"Richardia scabra","Richardia scabra","Pacific","1","Yes","Yes","","","","",""
"Richardia scabra","Richardia scabra","Asia-Temperate","1","","","","","","",""
"Richardia scabra","Richardia scabra","Asia-Tropical","1","","","","","","",""
"Ricinocarpos pinifolius","Ricinocarpos pinifolius","Australasia","0","Yes","Yes","","","","",""
"Ricinus communis","Ricinus communis","Africa","both","Yes","","","","","",""
"Ricinus communis","Ricinus communis","Asia-Tropical","1","Yes","","","","","",""
"Ricinus communis","Ricinus communis","Southern America","1","Yes","","","","","",""
"Ricinus communis","Ricinus communis","Pacific","1","Yes","Yes","","","","",""
"Ricinus communis","Ricinus communis","Northern America","1","Yes","Yes","","","","",""
"Ricinus communis","Ricinus communis","Europe","1","","","","","","",""
"Ricinus communis","Ricinus communis","Asia-Temperate","1","Yes","","","","","",""
"Ricinus communis","Ricinus communis","Australasia","1","Yes","","","","","",""
"Salvia officinalis","Salvia officinalis","Europe","both","Yes","","Yes","","","",""
"Salvia officinalis","Salvia officinalis","Northern America","1","Yes","","Yes","","","",""
"Salvia officinalis","Salvia officinalis","Southern America","1","","","Yes","","","",""
"Salvia officinalis","Salvia officinalis","Africa","1","","","Yes","","","",""
"Salvia officinalis","Salvia officinalis","Asia-Temperate","1","Yes","","Yes","","","",""
"Salvia rosmarinus","Salvia rosmarinus","Europe","both","Yes","","Yes","","Yes","","Yes"
"Salvia rosmarinus","Salvia rosmarinus","Africa","both","","","Yes","","Yes","","Yes"
"Salvia rosmarinus","Salvia rosmarinus","Asia-Temperate","0","Yes","","Yes","","Yes","","Yes"
"Salvia rosmarinus","Salvia rosmarinus","Southern America","1","","","Yes","","Yes","","Yes"
"Salvia rosmarinus","Salvia rosmarinus","Northern America","1","Yes","","Yes","","Yes","","Yes"
"Syncarpia glomulifera","Syncarpia glomulifera","Pacific","1","","","","","","",""
"Syncarpia glomulifera","Syncarpia glomulifera","Africa","1","","","","","","",""
"Syncarpia glomulifera","Syncarpia glomulifera","Australasia","0","Yes","Yes","","","","",""
"Syncarpia glomulifera","Syncarpia glomulifera","Asia-Tropical","1","","","","","","",""
"Syzygium aromaticum","Syzygium aromaticum","Asia-Tropical","both","Yes","Yes","","","","",""
"Syzygium aromaticum","Syzygium aromaticum","Africa","1","","","","","","",""
"Syzygium aromaticum","Syzygium aromaticum","Pacific","1","","","","","","",""
"Syzygium aromaticum","Syzygium aromaticum","Southern America","1","","","","","","",""
"Syzygium bamagense","Syzygium bamagense","Australasia","0","Yes","Yes","","","","",""
"Syzygium smithii","Syzygium smithii","Australasia","both","Yes","Yes","","","","",""
"Syzygium smithii","Syzygium smithii","Pacific","1","","","","","","",""
"Thryptomene baeckeacea","Thryptomene baeckeacea","Australasia","0","Yes","Yes","","","","",""
"Thryptomene calycina","Thryptomene calycina","Australasia","0","Yes","Yes","","","","",""
"Thryptomene micrantha","Thryptomene micrantha","Australasia","0","Yes","Yes","","","","",""
"Ugni myricoides","Ugni myricoides","Northern America","0","","","","","","",""
"Ugni myricoides","Ugni myricoides","Southern America","0","","","","","","",""
"Vernicia fordii","Vernicia fordii","Northern America","1","Yes","Yes","","","","",""
"Vernicia fordii","Vernicia fordii","Asia-Temperate","both","","","","","","",""
"Vernicia fordii","Vernicia fordii","Australasia","1","","","","","","",""
"Vernicia fordii","Vernicia fordii","Southern America","1","","","","","","",""
"Vernicia fordii","Vernicia fordii","Africa","1","","","","","","",""
"Vernicia fordii","Vernicia fordii","Asia-Tropical","both","Yes","","","","","",""
"Verticordia densiflora","Verticordia densiflora","Australasia","0","Yes","Yes","","","","",""
"Verticordia drummondii","Verticordia drummondii","Australasia","0","Yes","Yes","","","","",""
"Verticordia huegelii","Verticordia huegelii","Australasia","0","Yes","Yes","","","","",""
"Verticordia nitens","Verticordia nitens","Australasia","0","Yes","Yes","","","","",""
"Verticordia plumosa","Verticordia plumosa","Australasia","0","Yes","Yes","","","","",""
"Vinca minor","Vinca minor","Africa","1","","","","","","","Yes"
"Vinca minor","Vinca minor","Europe","both","","","","","","","Yes"
"Vinca minor","Vinca minor","Northern America","1","Yes","Yes","","","","","Yes"
"Vinca minor","Vinca minor","Asia-Temperate","both","","","","","","","Yes"
"Vinca minor","Vinca minor","Australasia","1","","","","","","","Yes"
"Vitex lucens","Vitex lucens","Australasia","0","Yes","Yes","","","","",""
"Washingtonia filifera","Washingtonia filifera","Australasia","1","Yes","Yes","","","","",""
"Washingtonia filifera","Washingtonia filifera","Asia-Temperate","1","Yes","","","","","",""
"Washingtonia filifera","Washingtonia filifera","Europe","1","","","","","","",""
"Washingtonia filifera","Washingtonia filifera","Northern America","both","Yes","","","","","",""
"Washingtonia filifera","Washingtonia filifera","Africa","1","","","","","","",""
"Washingtonia filifera","Washingtonia filifera","Southern America","1","","","","","","",""
